shape_signature,dtype,head_size,block_size,num_seqs,total_q,max_seqlen_q,max_seqlen_k,sliding_window,triton_latency_ms,rocke_latency_ms,speedup_triton_over_ckdsl,rocke_correct_max_abs,rocke_policy,cap_blocks
d64_b32_h64kv8_q1000_k1055_ns441_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,441,8192,1000,1055,128,0.15186139345169067,0.12403222322463989,1.2244,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1055_ns441_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,441,8192,1000,1055,0,0.6197947025299072,0.5038855075836182,1.23,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1056_ns449_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,449,8192,1000,1056,128,0.15384939908981324,0.1241117238998413,1.2396,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1056_ns449_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,449,8192,1000,1056,0,0.6256341934204102,0.5109375,1.2245,0.003906,production_dispatch,65536
d64_b32_h64kv8_q1000_k1057_ns457_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,457,8192,1000,1057,128,0.155510413646698,0.13326278924942017,1.1669,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1057_ns457_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,457,8192,1000,1057,0,0.632985258102417,0.5184965610504151,1.2208,0.001953,production_dispatch,65536
d64_b32_h64kv8_q1000_k1058_ns464_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,464,8192,1000,1058,128,0.15772342681884766,0.13728880882263184,1.1488,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1058_ns464_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,464,8192,1000,1058,0,0.6398907661437988,0.5292060852050782,1.2092,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1059_ns472_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,472,8192,1000,1059,128,0.1607349395751953,0.14160432815551757,1.1351,0.003906,production_dispatch,65536
d64_b32_h64kv8_q1000_k1059_ns472_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,472,8192,1000,1059,0,0.6493363380432129,0.5281041145324707,1.2296,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1060_ns480_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,480,8192,1000,1060,128,0.16332396268844604,0.14186633825302125,1.1513,0.003906,production_dispatch,65536
d64_b32_h64kv8_q1000_k1060_ns480_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,480,8192,1000,1060,0,0.6603329181671143,0.5320396423339844,1.2411,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1061_ns487_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,487,8192,1000,1061,128,0.1672244906425476,0.13756879568099975,1.2156,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1061_ns487_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,487,8192,1000,1061,0,0.6700485229492188,0.5232575893402099,1.2805,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1062_ns495_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,495,8192,1000,1062,128,0.17360901832580566,0.13051127195358275,1.3302,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1062_ns495_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,495,8192,1000,1062,0,0.6907936096191406,0.5186340808868408,1.3319,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1063_ns503_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,503,8192,1000,1063,128,0.17734804153442382,0.12062121629714966,1.4703,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1063_ns503_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,503,8192,1000,1063,0,0.7083326816558838,0.5142630577087403,1.3774,0.001953,production_dispatch,65536
d64_b32_h64kv8_q1000_k1064_ns511_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,511,8192,1000,1064,128,0.18130406141281127,0.11482017040252686,1.579,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1064_ns511_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,511,8192,1000,1064,0,0.724586296081543,0.5133695602416992,1.4114,0.003906,production_dispatch,65536
d64_b32_h64kv8_q1000_k1065_ns512_tq2499_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,512,2499,1000,1065,128,0.0806719720363617,0.05063478946685791,1.5932,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1065_ns512_tq2499_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,512,2499,1000,1065,0,0.30248327255249025,0.24293391704559325,1.2451,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1099_ns496_tq2494_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,496,2494,1000,1099,128,0.07919946312904358,0.050297290086746216,1.5746,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1099_ns496_tq2494_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,496,2494,1000,1099,0,0.3127568483352661,0.24759044647216796,1.2632,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1099_ns496_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,496,8192,1000,1099,128,0.20843822956085206,0.12217822074890136,1.706,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1099_ns496_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,496,8192,1000,1099,0,0.7282648086547852,0.5192296028137207,1.4026,0.000977,production_dispatch,65536
d64_b32_h64kv8_q351_k1099_ns485_tq835_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,485,835,351,1099,128,0.06513638496398926,0.038416224718093875,1.6955,0.003906,production_dispatch,65536
d64_b32_h64kv8_q351_k1099_ns485_tq835_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,485,835,351,1099,0,0.299684739112854,0.2351233959197998,1.2746,0.000488,production_dispatch,65536
